Geneid	max_TPM	category	family_id	subsample_assignment1	subsample_assignment2	subsample_assignment3	subsample_assignment4	subsample_assignment5	subsample_assignment6	subsample_assignment7	subsample_assignment8	subsample_assignment9	subsample_assignment10
AC212354.3_FG002	0.316139	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G332452	0.329379	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
AC197021.3_FG004	0.357118	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G370529	0.3704	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM5G814913	0.373762	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G405280	0.388589	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G321072	0.390923	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM5G869628	0.503224	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G007997	0.522545	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G070521	0.527711	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G471687	0.579079	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G063903	0.598771	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G342910	0.644948	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G434131	0.674121	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
AC209073.3_FG001	0.674241	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G477681	0.684074	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G419363	0.693208	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G467348	0.69834	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G074994	0.936165	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G120062	0.964614	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G120298	0.968368	unexpressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G007151	379.962402	highly-expressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G416069	434.96698	highly-expressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G034882	443.099701	highly-expressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G071089	517.879395	highly-expressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G151252	677.725037	highly-expressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G091383	698.435303	highly-expressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G123558	1880.807983	highly-expressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G171426	1999.590454	highly-expressed	80	subsample3	subsample1	subsample2	subsample5	subsample2	subsample1	subsample2	subsample2	subsample2	subsample3
GRMZM2G136857	781.66626	highly-expressed	81	subsample1	subsample5	subsample1	subsample2	subsample3	subsample4	subsample2	subsample1	subsample3	subsample1
GRMZM2G050307	1391.76123	highly-expressed	81	subsample1	subsample5	subsample1	subsample2	subsample3	subsample4	subsample2	subsample1	subsample3	subsample1
GRMZM2G303419	1686.897949	highly-expressed	81	subsample1	subsample5	subsample1	subsample2	subsample3	subsample4	subsample2	subsample1	subsample3	subsample1
GRMZM2G344256	0	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
AC212156.4_FG008	0	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
AC186195.4_FG001	0	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
AC209704.3_FG003	0	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G354519	0.035082	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM5G809578	0.073279	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
AC217264.3_FG002	0.106015	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
AC191073.2_FG003	0.621384	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
AC194712.3_FG002	0.657499	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
AC212887.3_FG005	0.872135	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G158469	0.908022	unexpressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G153815	365.026672	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G023232	422.881195	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM5G802801	428.35321	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G415007	534.414368	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G365374	558.863159	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G001500	704.399353	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
AC209784.3_FG007	707.392822	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G114793	932.600952	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G079668	1078.674927	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G428391	1244.86731	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G340251	1663.943604	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G310431	1859.690796	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G056039	2584.614502	highly-expressed	82	subsample5	subsample1	subsample1	subsample3	subsample5	subsample3	subsample1	subsample2	subsample5	subsample5
GRMZM2G164062	687.352173	highly-expressed	83	subsample1	subsample1	subsample5	subsample4	subsample5	subsample5	subsample2	subsample4	subsample5	subsample1
GRMZM2G317919	0	unexpressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G009904	0	unexpressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G701392	0	unexpressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G347339	0.400739	unexpressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G124560	0.801463	unexpressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G058340	0.8581	unexpressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G063192	365.848694	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G022275	368.999512	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G029478	373.191803	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G137965	444.192841	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G143330	501.086426	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G078806	501.193329	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G109039	551.575989	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G113726	552.503662	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G119675	706.194092	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G157034	797.375	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G040477	802.765381	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G038032	931.963379	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G031102	1149.391479	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G099867	1160.269409	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G136364	1383.043701	highly-expressed	84	subsample3	subsample5	subsample3	subsample4	subsample5	subsample4	subsample5	subsample3	subsample5	subsample5
GRMZM2G347983	0	unexpressed	85	subsample1	subsample1	subsample2	subsample2	subsample4	subsample1	subsample3	subsample1	subsample2	subsample1
GRMZM2G422137	0	unexpressed	85	subsample1	subsample1	subsample2	subsample2	subsample4	subsample1	subsample3	subsample1	subsample2	subsample1
GRMZM2G362312	437.679596	highly-expressed	85	subsample1	subsample1	subsample2	subsample2	subsample4	subsample1	subsample3	subsample1	subsample2	subsample1
GRMZM2G368662	501.038391	highly-expressed	85	subsample1	subsample1	subsample2	subsample2	subsample4	subsample1	subsample3	subsample1	subsample2	subsample1
GRMZM2G477846	646.929077	highly-expressed	85	subsample1	subsample1	subsample2	subsample2	subsample4	subsample1	subsample3	subsample1	subsample2	subsample1
GRMZM2G375504	890.343994	highly-expressed	85	subsample1	subsample1	subsample2	subsample2	subsample4	subsample1	subsample3	subsample1	subsample2	subsample1
GRMZM2G100650	1226.165771	highly-expressed	85	subsample1	subsample1	subsample2	subsample2	subsample4	subsample1	subsample3	subsample1	subsample2	subsample1
GRMZM2G382052	0	unexpressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G393039	0	unexpressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
AC206274.3_FG008	0	unexpressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
AC190634.1_FG005	0	unexpressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G700004	0	unexpressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM5G895459	0.56605	unexpressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM5G811592	0.893943	unexpressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G029262	357.373169	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G126010	445.625732	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G478779	471.730774	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM5G888696	519.676392	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G082484	556.247986	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G110378	1134.713135	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G126190	1147.10144	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G053299	1468.131226	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G104017	1747.182983	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G067985	2248.13916	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G152328	6845.181152	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G006765	7220.890137	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G047055	7308.32959	highly-expressed	86	subsample3	subsample2	subsample4	subsample5	subsample4	subsample5	subsample3	subsample2	subsample5	subsample1
GRMZM2G420181	0	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G445491	0	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G008185	0	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC216253.3_FG005	0	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC208434.3_FG001	0	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC197124.3_FG004	0	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC185587.3_FG003	0	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC193625.3_FG010	0.039999	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G468473	0.089148	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC208434.3_FG007	0.141046	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC197837.3_FG003	0.21633	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G453347	0.221614	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G427438	0.332528	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC208649.4_FG003	0.521876	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC229873.1_FG003	0.651614	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G702725	0.663857	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM5G839762	0.759949	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
AC196978.5_FG007	0.848575	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G308457	0.941362	unexpressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G049390	350.59668	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G162388	382.230682	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G178906	424.008881	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G164088	425.942932	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G057329	429.424713	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G027741	444.576569	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G008410	483.709564	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G084521	498.910461	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G076705	647.71521	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G146472	663.862427	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G064386	782.082825	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G036609	786.317688	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G087570	1183.648438	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G076544	1264.68811	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM5G882986	4040.766602	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G326111	6194.956543	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G135570	9686.145508	highly-expressed	88	subsample5	subsample5	subsample4	subsample5	subsample3	subsample4	subsample1	subsample5	subsample4	subsample3
GRMZM2G348582	0	unexpressed	89	subsample5	subsample1	subsample4	subsample3	subsample5	subsample4	subsample4	subsample1	subsample5	subsample2
GRMZM2G001195	0	unexpressed	89	subsample5	subsample1	subsample4	subsample3	subsample5	subsample4	subsample4	subsample1	subsample5	subsample2
AC195235.3_FG003	0.117463	unexpressed	89	subsample5	subsample1	subsample4	subsample3	subsample5	subsample4	subsample4	subsample1	subsample5	subsample2
AC190834.3_FG005	0.586687	unexpressed	89	subsample5	subsample1	subsample4	subsample3	subsample5	subsample4	subsample4	subsample1	subsample5	subsample2
GRMZM2G060357	524.948364	highly-expressed	89	subsample5	subsample1	subsample4	subsample3	subsample5	subsample4	subsample4	subsample1	subsample5	subsample2
GRMZM2G137289	0	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
AC212823.4_FG003	0.097608	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G459864	0.224681	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G337892	0.293971	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM5G839969	0.301128	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
AC208564.3_FG004	0.393363	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G472100	0.395422	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
AC206655.3_FG004	0.46149	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
AC209819.3_FG010	0.592261	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G531231	0.685825	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G306610	0.816641	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
AC234149.1_FG001	0.869255	unexpressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G147716	418.917877	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G553379	443.402313	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G152862	445.065552	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G052890	485.517426	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G046885	514.591309	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G370777	518.740662	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G032339	588.813232	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G032070	682.706482	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM5G805387	778.545532	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G010669	899.156555	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G139073	1023.806641	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G099522	1109.713379	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G102161	1406.419067	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G110153	1453.538086	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G129034	1567.856934	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G097059	2084.808594	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G159397	2189.919922	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM2G160687	4322.921387	highly-expressed	90	subsample5	subsample4	subsample1	subsample3	subsample4	subsample2	subsample4	subsample5	subsample4	subsample5
GRMZM5G816135	0	unexpressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G150315	0	unexpressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G391833	0	unexpressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G300610	0.483108	unexpressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G114149	0.707787	unexpressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G009045	358.806091	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G042146	441.367493	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G067877	460.988953	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G072029	461.778778	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G015401	576.033081	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G149211	617.106018	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G051630	661.91748	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
GRMZM2G105571	684.577148	highly-expressed	91	subsample1	subsample3	subsample2	subsample4	subsample4	subsample5	subsample4	subsample1	subsample2	subsample4
